date,annee,mois,region,produit,prix_fcfa_kg,volume_tonnes,valeur_totale_millions
2001-06-01,2001,6,Adamaoua,Arachide,424.19,3694,1566.95
2001-07-01,2001,7,Adamaoua,Arachide,412.32,3224,1329.33
2001-08-01,2001,8,Adamaoua,Arachide,294.38,3131,921.71
2001-09-01,2001,9,Adamaoua,Arachide,341.98,3218,1100.5
2001-10-01,2001,10,Adamaoua,Arachide,306.01,2171,664.34
2001-11-01,2001,11,Adamaoua,Arachide,376.32,4201,1580.9
2001-12-01,2001,12,Adamaoua,Arachide,424.03,769,326.08
2002-01-01,2002,1,Adamaoua,Arachide,421.69,716,301.93
2002-02-01,2002,2,Adamaoua,Arachide,569.0,333,189.48
2002-03-01,2002,3,Adamaoua,Arachide,502.65,4643,2333.8
2002-04-01,2002,4,Adamaoua,Arachide,427.4,1515,647.52
2002-05-01,2002,5,Adamaoua,Arachide,452.43,2544,1150.99
2002-06-01,2002,6,Adamaoua,Arachide,459.32,1042,478.61
2002-07-01,2002,7,Adamaoua,Arachide,399.98,2273,909.15
2002-08-01,2002,8,Adamaoua,Arachide,376.47,4572,1721.24
2002-09-01,2002,9,Adamaoua,Arachide,291.59,4754,1386.22
2002-10-01,2002,10,Adamaoua,Arachide,359.4,4873,1751.34
2002-11-01,2002,11,Adamaoua,Arachide,342.11,3770,1289.74
2002-12-01,2002,12,Adamaoua,Arachide,423.32,2933,1241.59
2003-01-01,2003,1,Adamaoua,Arachide,494.21,4840,2392.0
2003-02-01,2003,2,Adamaoua,Arachide,595.25,974,579.77
2003-03-01,2003,3,Adamaoua,Arachide,603.18,2371,1430.14
2003-04-01,2003,4,Adamaoua,Arachide,634.1,545,345.58
2003-05-01,2003,5,Adamaoua,Arachide,517.54,1602,829.1
2003-06-01,2003,6,Adamaoua,Arachide,365.22,2170,792.52
2003-07-01,2003,7,Adamaoua,Arachide,391.87,4704,1843.33
2003-08-01,2003,8,Adamaoua,Arachide,353.65,3326,1176.24
2003-09-01,2003,9,Adamaoua,Arachide,339.93,1046,355.57
2003-10-01,2003,10,Adamaoua,Arachide,299.86,2344,702.86
2003-11-01,2003,11,Adamaoua,Arachide,403.66,4874,1967.44
2003-12-01,2003,12,Adamaoua,Arachide,443.02,1227,543.58
2004-01-01,2004,1,Adamaoua,Arachide,504.62,1766,891.17
2004-02-01,2004,2,Adamaoua,Arachide,517.35,3252,1682.41
2004-03-01,2004,3,Adamaoua,Arachide,571.93,4418,2526.8
2004-04-01,2004,4,Adamaoua,Arachide,509.44,4322,2201.81
2004-05-01,2004,5,Adamaoua,Arachide,545.04,4712,2568.22
2004-06-01,2004,6,Adamaoua,Arachide,403.79,715,288.71
2004-07-01,2004,7,Adamaoua,Arachide,448.81,3751,1683.48
2004-08-01,2004,8,Adamaoua,Arachide,347.88,1119,389.28
2004-09-01,2004,9,Adamaoua,Arachide,384.37,1262,485.07
2004-10-01,2004,10,Adamaoua,Arachide,391.23,1202,470.26
2004-11-01,2004,11,Adamaoua,Arachide,395.96,2561,1014.06
2004-12-01,2004,12,Adamaoua,Arachide,420.15,193,81.09
2005-01-01,2005,1,Adamaoua,Arachide,582.12,3255,1894.79
2005-02-01,2005,2,Adamaoua,Arachide,517.33,4293,2220.89
2005-03-01,2005,3,Adamaoua,Arachide,578.78,2763,1599.18
2005-04-01,2005,4,Adamaoua,Arachide,495.16,4235,2096.99
2005-05-01,2005,5,Adamaoua,Arachide,481.1,3242,1559.73
2005-06-01,2005,6,Adamaoua,Arachide,570.64,350,199.72
2005-07-01,2005,7,Adamaoua,Arachide,375.45,117,43.93
2005-08-01,2005,8,Adamaoua,Arachide,367.06,3886,1426.39
2005-09-01,2005,9,Adamaoua,Arachide,422.72,4765,2014.24
2005-10-01,2005,10,Adamaoua,Arachide,321.29,3407,1094.64
2005-11-01,2005,11,Adamaoua,Arachide,502.91,2991,1504.21
2005-12-01,2005,12,Adamaoua,Arachide,486.7,2707,1317.51
2006-01-01,2006,1,Adamaoua,Arachide,519.37,2009,1043.41
2006-02-01,2006,2,Adamaoua,Arachide,660.59,1651,1090.63
2006-03-01,2006,3,Adamaoua,Arachide,557.2,3326,1853.24
2006-04-01,2006,4,Adamaoua,Arachide,540.82,1349,729.57
2006-05-01,2006,5,Adamaoua,Arachide,546.73,3929,2148.1
2006-06-01,2006,6,Adamaoua,Arachide,536.92,1585,851.02
2006-07-01,2006,7,Adamaoua,Arachide,421.69,2771,1168.51
2006-08-01,2006,8,Adamaoua,Arachide,400.03,3677,1470.92
2006-09-01,2006,9,Adamaoua,Arachide,351.31,3477,1221.51
2006-10-01,2006,10,Adamaoua,Arachide,392.65,327,128.4
2006-11-01,2006,11,Adamaoua,Arachide,353.55,4625,1635.16
2006-12-01,2006,12,Adamaoua,Arachide,513.53,1847,948.49
2007-01-01,2007,1,Adamaoua,Arachide,547.42,865,473.52
2007-02-01,2007,2,Adamaoua,Arachide,537.0,2744,1473.52
2007-03-01,2007,3,Adamaoua,Arachide,552.27,4337,2395.18
2007-04-01,2007,4,Adamaoua,Arachide,578.36,1460,844.4
2007-05-01,2007,5,Adamaoua,Arachide,550.44,3414,1879.19
2007-06-01,2007,6,Adamaoua,Arachide,436.17,1082,471.94
2007-07-01,2007,7,Adamaoua,Arachide,378.28,4550,1721.19
2007-08-01,2007,8,Adamaoua,Arachide,413.93,1222,505.83
2007-09-01,2007,9,Adamaoua,Arachide,400.02,1691,676.43
2007-10-01,2007,10,Adamaoua,Arachide,426.33,521,222.12
2007-11-01,2007,11,Adamaoua,Arachide,390.65,2875,1123.12
2007-12-01,2007,12,Adamaoua,Arachide,527.41,3773,1989.92
2008-01-01,2008,1,Adamaoua,Arachide,604.86,1986,1201.26
2008-02-01,2008,2,Adamaoua,Arachide,577.69,1012,584.62
2008-03-01,2008,3,Adamaoua,Arachide,601.34,920,553.24
2008-04-01,2008,4,Adamaoua,Arachide,462.43,4661,2155.41
2008-05-01,2008,5,Adamaoua,Arachide,563.85,4359,2457.82
2008-06-01,2008,6,Adamaoua,Arachide,444.28,3253,1445.26
2008-07-01,2008,7,Adamaoua,Arachide,393.7,3133,1233.45
2008-08-01,2008,8,Adamaoua,Arachide,410.65,379,155.64
2008-09-01,2008,9,Adamaoua,Arachide,339.25,2404,815.55
2008-10-01,2008,10,Adamaoua,Arachide,417.07,3388,1413.05
2008-11-01,2008,11,Adamaoua,Arachide,497.0,2617,1300.65
2008-12-01,2008,12,Adamaoua,Arachide,565.73,1724,975.33
2009-01-01,2009,1,Adamaoua,Arachide,568.39,4614,2622.57
2009-02-01,2009,2,Adamaoua,Arachide,543.52,2309,1254.99
2009-03-01,2009,3,Adamaoua,Arachide,645.13,923,595.46
2009-04-01,2009,4,Adamaoua,Arachide,539.04,4605,2482.29
2009-05-01,2009,5,Adamaoua,Arachide,609.32,903,550.22
2009-06-01,2009,6,Adamaoua,Arachide,497.21,3782,1880.45
2009-07-01,2009,7,Adamaoua,Arachide,435.54,4555,1983.9
2009-08-01,2009,8,Adamaoua,Arachide,445.54,1319,587.66
2009-09-01,2009,9,Adamaoua,Arachide,380.55,1519,578.06
2009-10-01,2009,10,Adamaoua,Arachide,443.48,427,189.36
2009-11-01,2009,11,Adamaoua,Arachide,452.69,969,438.65
2009-12-01,2009,12,Adamaoua,Arachide,471.11,119,56.06
2010-01-01,2010,1,Adamaoua,Arachide,480.76,2057,988.92
2010-02-01,2010,2,Adamaoua,Arachide,629.13,850,534.76
2010-03-01,2010,3,Adamaoua,Arachide,561.3,4970,2789.68
2010-04-01,2010,4,Adamaoua,Arachide,586.41,805,472.06
2010-05-01,2010,5,Adamaoua,Arachide,529.68,2380,1260.65
2010-06-01,2010,6,Adamaoua,Arachide,538.31,159,85.59
2010-07-01,2010,7,Adamaoua,Arachide,436.65,3915,1709.47
2010-08-01,2010,8,Adamaoua,Arachide,465.44,74,34.44
2010-09-01,2010,9,Adamaoua,Arachide,452.69,4675,2116.33
2010-10-01,2010,10,Adamaoua,Arachide,409.67,2326,952.89
2010-11-01,2010,11,Adamaoua,Arachide,452.84,4547,2059.07
2010-12-01,2010,12,Adamaoua,Arachide,478.3,2719,1300.5
2011-01-01,2011,1,Adamaoua,Arachide,636.84,1615,1028.49
2011-02-01,2011,2,Adamaoua,Arachide,512.01,358,183.3
2011-03-01,2011,3,Adamaoua,Arachide,633.12,188,119.03
2011-04-01,2011,4,Adamaoua,Arachide,586.03,243,142.4
2011-05-01,2011,5,Adamaoua,Arachide,658.81,3163,2083.82
2011-06-01,2011,6,Adamaoua,Arachide,557.79,3012,1680.08
2011-07-01,2011,7,Adamaoua,Arachide,411.65,1003,412.88
2011-08-01,2011,8,Adamaoua,Arachide,469.95,1352,635.37
2011-09-01,2011,9,Adamaoua,Arachide,382.23,2237,855.04
2011-10-01,2011,10,Adamaoua,Arachide,404.25,4937,1995.78
2011-11-01,2011,11,Adamaoua,Arachide,420.58,4202,1767.28
2011-12-01,2011,12,Adamaoua,Arachide,506.12,54,27.33
2012-01-01,2012,1,Adamaoua,Arachide,517.55,2713,1404.11
2012-02-01,2012,2,Adamaoua,Arachide,574.79,2988,1717.49
2012-03-01,2012,3,Adamaoua,Arachide,648.43,2995,1942.05
2012-04-01,2012,4,Adamaoua,Arachide,592.02,3068,1816.3
2012-05-01,2012,5,Adamaoua,Arachide,592.2,3079,1823.38
2012-06-01,2012,6,Adamaoua,Arachide,614.48,3069,1885.83
2012-07-01,2012,7,Adamaoua,Arachide,485.0,4427,2147.1
2012-08-01,2012,8,Adamaoua,Arachide,411.8,3209,1321.45
2012-09-01,2012,9,Adamaoua,Arachide,409.65,303,124.12
2012-10-01,2012,10,Adamaoua,Arachide,431.35,378,163.05
2012-11-01,2012,11,Adamaoua,Arachide,519.43,3451,1792.57
2012-12-01,2012,12,Adamaoua,Arachide,514.02,2942,1512.25
2013-01-01,2013,1,Adamaoua,Arachide,536.22,704,377.5
2013-02-01,2013,2,Adamaoua,Arachide,557.9,809,451.34
2013-03-01,2013,3,Adamaoua,Arachide,656.14,4561,2992.66
2013-04-01,2013,4,Adamaoua,Arachide,648.28,3476,2253.44
2013-05-01,2013,5,Adamaoua,Arachide,536.32,1926,1032.95
2013-06-01,2013,6,Adamaoua,Arachide,505.72,2807,1419.55
2013-07-01,2013,7,Adamaoua,Arachide,408.7,4171,1704.7
2013-08-01,2013,8,Adamaoua,Arachide,437.25,3054,1335.36
2013-09-01,2013,9,Adamaoua,Arachide,425.31,1058,449.98
2013-10-01,2013,10,Adamaoua,Arachide,432.77,4364,1888.61
2013-11-01,2013,11,Adamaoua,Arachide,463.8,2732,1267.09
2013-12-01,2013,12,Adamaoua,Arachide,561.78,1039,583.69
2014-01-01,2014,1,Adamaoua,Arachide,576.92,4502,2597.31
2014-02-01,2014,2,Adamaoua,Arachide,735.83,305,224.43
2014-03-01,2014,3,Adamaoua,Arachide,712.5,3815,2718.18
2014-04-01,2014,4,Adamaoua,Arachide,646.57,4429,2863.65
2014-05-01,2014,5,Adamaoua,Arachide,590.61,927,547.5
2014-06-01,2014,6,Adamaoua,Arachide,555.6,1918,1065.63
2014-07-01,2014,7,Adamaoua,Arachide,461.18,619,285.47
2014-08-01,2014,8,Adamaoua,Arachide,321.32,2687,863.4
2014-09-01,2014,9,Adamaoua,Arachide,430.45,1254,539.78
2014-10-01,2014,10,Adamaoua,Arachide,411.69,594,244.54
2014-11-01,2014,11,Adamaoua,Arachide,519.68,3222,1674.39
2014-12-01,2014,12,Adamaoua,Arachide,478.22,817,390.71
2015-01-01,2015,1,Adamaoua,Arachide,565.76,270,152.76
2015-02-01,2015,2,Adamaoua,Arachide,583.75,3716,2169.21
2015-03-01,2015,3,Adamaoua,Arachide,618.72,1063,657.7
2015-04-01,2015,4,Adamaoua,Arachide,611.24,2101,1284.21
2015-05-01,2015,5,Adamaoua,Arachide,550.95,3731,2055.59
2015-06-01,2015,6,Adamaoua,Arachide,461.69,1493,689.3
2015-07-01,2015,7,Adamaoua,Arachide,573.71,1382,792.87
2015-08-01,2015,8,Adamaoua,Arachide,521.58,4803,2505.16
2015-09-01,2015,9,Adamaoua,Arachide,458.61,4136,1896.82
2015-10-01,2015,10,Adamaoua,Arachide,537.1,275,147.7
2015-11-01,2015,11,Adamaoua,Arachide,471.71,4574,2157.6
2015-12-01,2015,12,Adamaoua,Arachide,635.85,483,307.12
2016-01-01,2016,1,Adamaoua,Arachide,571.27,3190,1822.36
2016-02-01,2016,2,Adamaoua,Arachide,715.09,915,654.31
2016-03-01,2016,3,Adamaoua,Arachide,593.89,2465,1463.95
2016-04-01,2016,4,Adamaoua,Arachide,658.66,300,197.6
2016-05-01,2016,5,Adamaoua,Arachide,631.16,4706,2970.24
2016-06-01,2016,6,Adamaoua,Arachide,530.97,968,513.98
2016-07-01,2016,7,Adamaoua,Arachide,596.92,885,528.27
2016-08-01,2016,8,Adamaoua,Arachide,436.87,2296,1003.06
2016-09-01,2016,9,Adamaoua,Arachide,459.01,3865,1774.08
2016-10-01,2016,10,Adamaoua,Arachide,465.65,296,137.83
2016-11-01,2016,11,Adamaoua,Arachide,512.26,3488,1786.78
2016-12-01,2016,12,Adamaoua,Arachide,648.68,2657,1723.55
2017-01-01,2017,1,Adamaoua,Arachide,639.07,3849,2459.76
2017-02-01,2017,2,Adamaoua,Arachide,493.38,4834,2384.98
2017-03-01,2017,3,Adamaoua,Arachide,735.41,3488,2565.11
2017-04-01,2017,4,Adamaoua,Arachide,788.02,4623,3643.0
2017-05-01,2017,5,Adamaoua,Arachide,659.49,3114,2053.66
2017-06-01,2017,6,Adamaoua,Arachide,571.65,803,459.04
2017-07-01,2017,7,Adamaoua,Arachide,479.64,1384,663.82
2017-08-01,2017,8,Adamaoua,Arachide,475.52,1897,902.06
2017-09-01,2017,9,Adamaoua,Arachide,490.56,3976,1950.48
2017-10-01,2017,10,Adamaoua,Arachide,495.26,3367,1667.54
2017-11-01,2017,11,Adamaoua,Arachide,485.66,214,103.93
2017-12-01,2017,12,Adamaoua,Arachide,581.98,2048,1191.9
2018-01-01,2018,1,Adamaoua,Arachide,726.37,452,328.32
2018-02-01,2018,2,Adamaoua,Arachide,689.66,463,319.31
2018-03-01,2018,3,Adamaoua,Arachide,623.51,2517,1569.39
2018-04-01,2018,4,Adamaoua,Arachide,717.12,917,657.6
2018-05-01,2018,5,Adamaoua,Arachide,633.3,4200,2659.87
2018-06-01,2018,6,Adamaoua,Arachide,547.84,4923,2697.0
2018-07-01,2018,7,Adamaoua,Arachide,423.87,4376,1854.85
2018-08-01,2018,8,Adamaoua,Arachide,461.17,502,231.51
2018-09-01,2018,9,Adamaoua,Arachide,393.19,1517,596.47
2018-10-01,2018,10,Adamaoua,Arachide,469.47,2788,1308.88
2018-11-01,2018,11,Adamaoua,Arachide,472.18,930,439.12
2018-12-01,2018,12,Adamaoua,Arachide,590.84,3864,2283.02
2019-01-01,2019,1,Adamaoua,Arachide,741.13,4194,3108.31
2019-02-01,2019,2,Adamaoua,Arachide,746.65,1218,909.42
2019-03-01,2019,3,Adamaoua,Arachide,682.53,2576,1758.2
2019-04-01,2019,4,Adamaoua,Arachide,726.04,2917,2117.85
2019-05-01,2019,5,Adamaoua,Arachide,571.11,2244,1281.57
2019-06-01,2019,6,Adamaoua,Arachide,712.93,3605,2570.11
2019-07-01,2019,7,Adamaoua,Arachide,485.53,495,240.34
2019-08-01,2019,8,Adamaoua,Arachide,501.55,3676,1843.69
2019-09-01,2019,9,Adamaoua,Arachide,396.27,3387,1342.16
2019-10-01,2019,10,Adamaoua,Arachide,624.18,311,194.12
2019-11-01,2019,11,Adamaoua,Arachide,541.01,2316,1252.97
2019-12-01,2019,12,Adamaoua,Arachide,602.74,141,84.99
2020-01-01,2020,1,Adamaoua,Arachide,467.26,743,347.18
2020-02-01,2020,2,Adamaoua,Arachide,753.43,4170,3141.81
2020-03-01,2020,3,Adamaoua,Arachide,608.94,4164,2535.64
2020-04-01,2020,4,Adamaoua,Arachide,755.81,1457,1101.22
2020-05-01,2020,5,Adamaoua,Arachide,714.22,3547,2533.33
2020-06-01,2020,6,Adamaoua,Arachide,707.17,4422,3127.12
2020-07-01,2020,7,Adamaoua,Arachide,489.54,1226,600.18
2020-08-01,2020,8,Adamaoua,Arachide,394.32,4784,1886.44
2020-09-01,2020,9,Adamaoua,Arachide,458.87,2781,1276.12
2020-10-01,2020,10,Adamaoua,Arachide,493.13,3987,1966.12
2020-11-01,2020,11,Adamaoua,Arachide,538.02,2298,1236.37
2020-12-01,2020,12,Adamaoua,Arachide,633.63,898,569.0
2021-01-01,2021,1,Adamaoua,Arachide,719.41,553,397.83
2021-02-01,2021,2,Adamaoua,Arachide,736.81,3239,2386.54
2021-03-01,2021,3,Adamaoua,Arachide,717.4,3040,2180.89
2021-04-01,2021,4,Adamaoua,Arachide,726.4,307,223.0
2021-05-01,2021,5,Adamaoua,Arachide,805.53,1602,1290.45
2021-06-01,2021,6,Adamaoua,Arachide,587.87,4568,2685.39
2021-07-01,2021,7,Adamaoua,Arachide,580.73,4574,2656.28
2021-08-01,2021,8,Adamaoua,Arachide,494.93,3509,1736.7
2021-09-01,2021,9,Adamaoua,Arachide,618.2,2042,1262.35
2021-10-01,2021,10,Adamaoua,Arachide,508.58,2293,1166.17
2021-11-01,2021,11,Adamaoua,Arachide,659.74,2011,1326.74
2021-12-01,2021,12,Adamaoua,Arachide,643.55,772,496.82
2022-01-01,2022,1,Adamaoua,Arachide,582.05,393,228.75
2022-02-01,2022,2,Adamaoua,Arachide,836.31,3836,3208.1
2022-03-01,2022,3,Adamaoua,Arachide,723.45,3456,2500.23
2022-04-01,2022,4,Adamaoua,Arachide,653.19,1361,888.99
2022-05-01,2022,5,Adamaoua,Arachide,789.62,969,765.14
2022-06-01,2022,6,Adamaoua,Arachide,605.95,2094,1268.86
2022-07-01,2022,7,Adamaoua,Arachide,646.44,1149,742.76
2022-08-01,2022,8,Adamaoua,Arachide,522.52,3442,1798.51
2022-09-01,2022,9,Adamaoua,Arachide,531.79,1595,848.2
2022-10-01,2022,10,Adamaoua,Arachide,480.89,1120,538.59
2022-11-01,2022,11,Adamaoua,Arachide,548.19,4248,2328.71
2022-12-01,2022,12,Adamaoua,Arachide,606.62,2989,1813.18
2023-01-01,2023,1,Adamaoua,Arachide,787.07,728,572.99
2023-02-01,2023,2,Adamaoua,Arachide,751.76,1038,780.32
2023-03-01,2023,3,Adamaoua,Arachide,741.8,1552,1151.28
2023-04-01,2023,4,Adamaoua,Arachide,629.8,1839,1158.2
2023-05-01,2023,5,Adamaoua,Arachide,623.9,2490,1553.51
2023-06-01,2023,6,Adamaoua,Arachide,739.56,2092,1547.15
2023-07-01,2023,7,Adamaoua,Arachide,536.84,2644,1419.4
2023-08-01,2023,8,Adamaoua,Arachide,547.27,4739,2593.51
2023-09-01,2023,9,Adamaoua,Arachide,472.01,1077,508.35
2023-10-01,2023,10,Adamaoua,Arachide,461.66,3589,1656.92
2023-11-01,2023,11,Adamaoua,Arachide,615.48,2291,1410.08
2023-12-01,2023,12,Adamaoua,Arachide,616.95,2815,1736.7
2000-01-01,2000,1,Adamaoua,Patate douce,158.22,453,71.67
2000-02-01,2000,2,Adamaoua,Patate douce,207.72,2775,576.43
2000-03-01,2000,3,Adamaoua,Patate douce,202.42,4323,875.07
2000-04-01,2000,4,Adamaoua,Patate douce,178.61,2907,519.22
2000-05-01,2000,5,Adamaoua,Patate douce,154.66,2114,326.95
2000-06-01,2000,6,Adamaoua,Patate douce,127.6,2424,309.29
2000-07-01,2000,7,Adamaoua,Patate douce,162.7,2092,340.38
2000-08-01,2000,8,Adamaoua,Patate douce,146.97,4648,683.14
2000-09-01,2000,9,Adamaoua,Patate douce,126.36,3607,455.78
2000-10-01,2000,10,Adamaoua,Patate douce,133.91,4190,561.1
2000-11-01,2000,11,Adamaoua,Patate douce,133.78,2653,354.92
2000-12-01,2000,12,Adamaoua,Patate douce,173.07,3904,675.66
2001-01-01,2001,1,Adamaoua,Patate douce,155.55,2311,359.47
2001-02-01,2001,2,Adamaoua,Patate douce,190.75,4219,804.77
2001-03-01,2001,3,Adamaoua,Patate douce,169.0,1342,226.8
2001-04-01,2001,4,Adamaoua,Patate douce,193.07,3955,763.6
2001-05-01,2001,5,Adamaoua,Patate douce,175.67,374,65.7
2001-06-01,2001,6,Adamaoua,Patate douce,154.75,2043,316.15
2001-07-01,2001,7,Adamaoua,Patate douce,149.51,4422,661.14
2001-08-01,2001,8,Adamaoua,Patate douce,133.96,2633,352.71
2001-09-01,2001,9,Adamaoua,Patate douce,113.8,1241,141.22
2001-10-01,2001,10,Adamaoua,Patate douce,108.39,737,79.88
2001-11-01,2001,11,Adamaoua,Patate douce,132.45,4618,611.66
2001-12-01,2001,12,Adamaoua,Patate douce,151.22,3417,516.73
2002-01-01,2002,1,Adamaoua,Patate douce,191.29,1214,232.23
2002-02-01,2002,2,Adamaoua,Patate douce,192.18,4812,924.75
2002-03-01,2002,3,Adamaoua,Patate douce,181.8,404,73.45
2002-04-01,2002,4,Adamaoua,Patate douce,209.5,1922,402.67
2002-05-01,2002,5,Adamaoua,Patate douce,154.91,4316,668.57
2002-06-01,2002,6,Adamaoua,Patate douce,154.52,4140,639.7
2002-07-01,2002,7,Adamaoua,Patate douce,141.42,2536,358.63
2002-08-01,2002,8,Adamaoua,Patate douce,155.21,884,137.21
2002-09-01,2002,9,Adamaoua,Patate douce,129.74,777,100.81
2002-10-01,2002,10,Adamaoua,Patate douce,115.49,3736,431.47
2002-11-01,2002,11,Adamaoua,Patate douce,169.68,1193,202.43
2002-12-01,2002,12,Adamaoua,Patate douce,197.39,4007,790.92
2003-01-01,2003,1,Adamaoua,Patate douce,159.74,4404,703.51
2003-02-01,2003,2,Adamaoua,Patate douce,214.6,4009,860.31
2003-03-01,2003,3,Adamaoua,Patate douce,226.97,2936,666.38
2003-04-01,2003,4,Adamaoua,Patate douce,167.46,2214,370.75
2003-05-01,2003,5,Adamaoua,Patate douce,228.89,2259,517.06
2003-06-01,2003,6,Adamaoua,Patate douce,192.0,3833,735.94
2003-07-01,2003,7,Adamaoua,Patate douce,155.99,4126,643.6
2003-08-01,2003,8,Adamaoua,Patate douce,137.59,1143,157.26
2003-09-01,2003,9,Adamaoua,Patate douce,139.56,2538,354.21
2003-10-01,2003,10,Adamaoua,Patate douce,124.63,2835,353.33
2003-11-01,2003,11,Adamaoua,Patate douce,152.83,2808,429.15
2003-12-01,2003,12,Adamaoua,Patate douce,145.02,1624,235.51
2004-01-01,2004,1,Adamaoua,Patate douce,184.2,1143,210.54
2004-02-01,2004,2,Adamaoua,Patate douce,215.71,1239,267.27
2004-03-01,2004,3,Adamaoua,Patate douce,226.49,3456,782.74
2004-04-01,2004,4,Adamaoua,Patate douce,223.29,1837,410.18
2004-05-01,2004,5,Adamaoua,Patate douce,196.01,98,19.21
2004-06-01,2004,6,Adamaoua,Patate douce,168.08,3911,657.35
2004-07-01,2004,7,Adamaoua,Patate douce,150.56,2883,434.08
2004-08-01,2004,8,Adamaoua,Patate douce,158.48,1447,229.32
2004-09-01,2004,9,Adamaoua,Patate douce,140.78,4624,650.96
2004-10-01,2004,10,Adamaoua,Patate douce,135.47,881,119.35
2004-11-01,2004,11,Adamaoua,Patate douce,142.86,2785,397.88
2004-12-01,2004,12,Adamaoua,Patate douce,180.61,131,23.66
2005-01-01,2005,1,Adamaoua,Patate douce,194.84,212,41.31
2005-02-01,2005,2,Adamaoua,Patate douce,209.58,3789,794.1
2005-03-01,2005,3,Adamaoua,Patate douce,263.82,3585,945.81
2005-04-01,2005,4,Adamaoua,Patate douce,220.21,3496,769.86
2005-05-01,2005,5,Adamaoua,Patate douce,179.43,2757,494.68
2005-06-01,2005,6,Adamaoua,Patate douce,178.93,3983,712.69
2005-07-01,2005,7,Adamaoua,Patate douce,154.06,614,94.59
2005-08-01,2005,8,Adamaoua,Patate douce,144.59,3308,478.3
2005-09-01,2005,9,Adamaoua,Patate douce,154.2,3686,568.37
2005-10-01,2005,10,Adamaoua,Patate douce,148.43,273,40.52
2005-11-01,2005,11,Adamaoua,Patate douce,153.8,1978,304.22
2005-12-01,2005,12,Adamaoua,Patate douce,188.42,398,74.99
2006-01-01,2006,1,Adamaoua,Patate douce,200.36,4917,985.19
2006-02-01,2006,2,Adamaoua,Patate douce,223.86,4174,934.41
2006-03-01,2006,3,Adamaoua,Patate douce,247.71,2118,524.64
2006-04-01,2006,4,Adamaoua,Patate douce,239.17,1175,281.03
2006-05-01,2006,5,Adamaoua,Patate douce,214.92,496,106.6
2006-06-01,2006,6,Adamaoua,Patate douce,206.27,2708,558.58
2006-07-01,2006,7,Adamaoua,Patate douce,139.94,2994,418.99
2006-08-01,2006,8,Adamaoua,Patate douce,158.11,4426,699.79
2006-09-01,2006,9,Adamaoua,Patate douce,156.86,2800,439.21
2006-10-01,2006,10,Adamaoua,Patate douce,177.07,1124,199.02
2006-11-01,2006,11,Adamaoua,Patate douce,187.85,2874,539.88
2006-12-01,2006,12,Adamaoua,Patate douce,192.69,4051,780.61
2007-01-01,2007,1,Adamaoua,Patate douce,225.65,3235,729.97
2007-02-01,2007,2,Adamaoua,Patate douce,222.07,551,122.36
2007-03-01,2007,3,Adamaoua,Patate douce,223.84,3105,695.02
2007-04-01,2007,4,Adamaoua,Patate douce,235.27,738,173.63
2007-05-01,2007,5,Adamaoua,Patate douce,221.39,3467,767.57
2007-06-01,2007,6,Adamaoua,Patate douce,204.21,2352,480.31
2007-07-01,2007,7,Adamaoua,Patate douce,155.89,4416,688.39
2007-08-01,2007,8,Adamaoua,Patate douce,139.55,172,24.0
2007-09-01,2007,9,Adamaoua,Patate douce,158.81,574,91.16
2007-10-01,2007,10,Adamaoua,Patate douce,146.1,937,136.9
2007-11-01,2007,11,Adamaoua,Patate douce,171.24,487,83.39
2007-12-01,2007,12,Adamaoua,Patate douce,197.41,2252,444.56
2008-01-01,2008,1,Adamaoua,Patate douce,202.01,4503,909.66
2008-02-01,2008,2,Adamaoua,Patate douce,243.94,3295,803.79
2008-03-01,2008,3,Adamaoua,Patate douce,229.08,4774,1093.62
2008-04-01,2008,4,Adamaoua,Patate douce,240.21,3320,797.51
2008-05-01,2008,5,Adamaoua,Patate douce,209.3,654,136.88
2008-06-01,2008,6,Adamaoua,Patate douce,217.32,3898,847.11
2008-07-01,2008,7,Adamaoua,Patate douce,178.47,4647,829.34
2008-08-01,2008,8,Adamaoua,Patate douce,155.6,3925,610.73
2008-09-01,2008,9,Adamaoua,Patate douce,147.87,888,131.31
2008-10-01,2008,10,Adamaoua,Patate douce,152.92,3865,591.06
2008-11-01,2008,11,Adamaoua,Patate douce,176.22,4823,849.93
2008-12-01,2008,12,Adamaoua,Patate douce,173.69,4304,747.56
2009-01-01,2009,1,Adamaoua,Patate douce,206.54,3370,696.04
2009-02-01,2009,2,Adamaoua,Patate douce,255.94,2608,667.49
2009-03-01,2009,3,Adamaoua,Patate douce,199.29,3341,665.84
2009-04-01,2009,4,Adamaoua,Patate douce,223.43,2937,656.21
2009-05-01,2009,5,Adamaoua,Patate douce,236.7,3768,891.88
2009-06-01,2009,6,Adamaoua,Patate douce,221.53,1115,247.0
2009-07-01,2009,7,Adamaoua,Patate douce,163.08,3935,641.72
2009-08-01,2009,8,Adamaoua,Patate douce,158.45,2931,464.42
2009-09-01,2009,9,Adamaoua,Patate douce,172.26,1202,207.05
2009-10-01,2009,10,Adamaoua,Patate douce,170.93,3547,606.29
2009-11-01,2009,11,Adamaoua,Patate douce,184.38,3447,635.55
2009-12-01,2009,12,Adamaoua,Patate douce,223.93,614,137.49
2010-01-01,2010,1,Adamaoua,Patate douce,238.5,3720,887.23
2010-02-01,2010,2,Adamaoua,Patate douce,260.84,1075,280.4
